,X
0,1.286176607912961
1,1.6315281490403595
2,0.23588820792158827
3,0.9008378130393783
4,1.1442922754131408
5,0.7267464728948261
6,1.2421757049904403
7,1.591893362625742
8,0.6348489652816409
9,1.0451347426142459
10,1.3519299882331994
11,1.6459342324692185
12,2.2721221884155405
13,0.6573488762789256
14,0.5766931724703444
15,0.6800300826712742
16,1.6839695656310585
17,1.3775121723468975
18,0.4748983845084753
19,1.0253853346201514
20,-0.13956981527142243
21,1.2872679707226742
22,1.0338633152996797
23,1.7531612340866243
24,-8.99858942096099e-05
25,1.5373385527722667
26,0.7650862102101733
27,1.130307736050506
28,1.0182262492727672
29,0.42882751172223876
30,1.818053559647925
31,0.43403229965961954
32,1.7944513770274115
33,1.0818422476431162
34,1.238962710703902
35,0.8276871629074314
36,0.8833898631301821
37,0.6871640539135793
38,1.3469671024606604
39,1.6180581436369443
40,0.9987864969992488
41,0.2718732118022731
42,1.2623571915542042
43,0.37925442647676155
44,2.068750720234288
45,0.16751515160739805
46,0.669797338831553
47,0.9725258075969258
48,0.9284837811332328
49,1.2010044134340523
50,1.3585159355679772
51,1.2985490513566726
52,0.6830979248148299
53,1.3211440023380063
54,1.7376645727466256
55,1.0609064700489022
56,-0.4163327768620684
57,0.9793142370481569
58,0.6109078504916213
59,2.0357381947742708
60,1.8238671736491503
61,1.1842091524851746
62,1.0980144744287177
63,0.6157190129328037
64,0.8359152983772885
65,1.0809523975338358
66,1.3502898244624955
67,0.5949467730579288
68,0.21115196069699127
69,0.45387886545042533
70,1.3292140492185158
71,1.573048923119828
72,0.9558484500043741
73,0.5615195528856735
74,0.546679671321662
75,0.5961120256689492
76,0.7571024679209062
77,1.656451505888595
78,1.5809804958828606
79,1.3429291318574748
80,0.828107619903189
81,1.4238712679298415
82,1.406484021114105
83,1.790036442943384
84,0.2906332499599268
85,0.18877227948442887
86,1.9086591064413445
87,1.2034064183369686
88,0.8723634273826006
89,1.4675279147057245
90,1.370954102836714
91,0.9867947256348636
92,0.7520753923328167
93,0.7622632066610324
94,1.3423481957495804
95,-0.318550219052427
96,1.5078561314092336
97,0.385463367520549
98,1.3698998601444115
99,0.2853034285683157
100,1.5517218771454346
101,0.8368434823966648
102,1.0619770648615434
103,0.7149722729512368
104,1.0478499958299692
105,2.2936880183557227
106,1.082905998060735
107,0.35677850503975383
108,0.9904042754781197
109,1.1974449750854894
110,0.9451724500784983
111,0.540718826261559
112,1.4210120761616665
113,1.381097461609869
114,0.9366177627955706
115,0.651845440627169
116,1.1323223526077846
117,1.5683183380193746
118,1.335617326565855
119,1.4602356945192394
120,0.7424668854438898
121,0.9551530685466278
122,1.0450630073984797
123,1.1257242033262775
124,1.5406642353154676
125,0.8143517692401238
126,1.32695266892853
127,1.1670302709995584
128,1.3140648731360665
129,0.4364623356068441
130,2.0860284363911896
131,0.1572545625177031
132,1.8746586331118769
133,1.1695866196337512
134,1.352097698972383
135,0.22179497993779163
136,1.33126082575746
137,0.2781104563207788
138,0.5469857738013556
139,1.44527332660856
140,0.49468503281852805
141,0.8976599860514397
142,2.0011365296461934
143,1.1703946831393537
144,0.7161380377159992
145,0.6170123633512032
146,1.4991937218528684
147,0.6539647258463994
148,1.1162565983534338
149,0.34544157910625406
150,1.0921329193893876
151,0.6116308618864026
152,1.1181719262397685
153,-0.5133423602060276
154,0.701395180137316
155,0.9398073367840939
156,1.0411543354872634
157,0.9056356859984506
158,2.471797773300734
159,0.9042847406299193
160,1.254764218033936
161,0.6775144588544999
162,0.987155811651741
163,2.430035701789942
164,1.0771443031023926
165,0.9758395091293425
166,1.1541301523349428
167,1.1405564931759007
168,0.994882185745533
169,1.7931107902220345
170,0.8590506750347947
171,0.9516743329681243
172,1.0974135062919372
173,0.7812471187206924
174,0.9513935190470149
175,0.3297663163220734
176,0.672404954786504
177,0.9461112628555927
178,1.9130422165750067
179,1.1220180175840877
180,1.038706331773975
181,1.2152513481627643
182,0.4716230836297449
183,1.8308350502217507
184,1.030993910850184
185,2.2651511562797912
186,0.6857808728673973
187,1.8071811341410733
188,2.0142124076451804
189,1.8360364840075842
190,0.918705296382567
191,1.148871000363131
192,1.3623556904313874
193,0.4127089797640293
194,0.27041380892748645
195,1.6105279580138965
196,1.6570301823533113
197,1.4653484616034511
198,1.5084145435962484
199,1.0039602886744734
200,0.3329093837783019
201,1.2086745871620443
202,0.3694180030967966
203,0.7333526321158541
204,1.3229282830866622
205,0.7731371997871572
206,2.0332798408393735
207,0.968157647409154
208,1.3328077013720572
209,0.25839352337276655
210,0.5020987354287081
211,1.3150934650311024
212,0.9351886466012249
213,0.6365076641650377
214,1.2262603180186964
215,0.709275589171489
216,0.5824478793801717
217,0.9585897954609006
218,0.4293746045115613
219,0.3366487379422507
220,1.3896637096728732
221,0.6936324052082534
222,1.6125089075340946
223,0.4724602792175988
224,0.7900604769220052
225,1.4872601047624245
226,0.8994419956686854
227,0.8857467795278147
228,0.8503530139406812
229,1.0743988140065388
230,0.8939817654652845
231,1.3333177436906603
232,1.4162703271461292
233,1.3353385585039517
234,0.9947581756336271
235,0.6928565015236098
236,0.7458499653595692
237,0.5889814396904697
238,0.9226861974366948
239,0.9432426104445654
240,0.5157086688599826
241,1.3159453500114053
242,0.48839542989774765
243,-0.1736880910442795
244,1.217958804790554
245,1.63353915111088
246,0.8585214738195535
247,2.0938884525486356
248,1.23728806585141
249,0.6350833888111562
250,1.4639431906914917
251,0.205705677789342
252,1.2602167070196229
253,1.475242081329062
254,0.7688564792832663
255,1.396351437290964
256,0.5365793122924224
257,1.0175771626420715
258,1.083231432035132
259,0.9927793287977758
260,0.29398690719843157
261,0.2643171579630733
262,2.100778574566302
263,1.6249131572193851
264,0.718732142330359
265,1.2559493998885185
266,1.426051332740865
267,1.3242750685667972
268,1.7642616829444173
269,0.52728385334621
270,0.8302645133782507
271,0.8206043872761264
272,1.1598479840148064
273,1.211204936138511
274,1.3924034460933064
275,1.1354456367590553
276,1.1721966281003107
277,1.0790858641653231
278,-0.06273851275874609
279,0.9389898638604377
280,0.4979536182369161
281,0.42344095068981114
282,1.5519721339416148
283,0.8314326508212657
284,0.4452366692990678
285,0.7883989047715418
286,0.9127407145082218
287,1.1172239148026704
288,0.776772171189476
289,1.2015398838010183
290,1.4249716551163973
291,2.3558758485578837
292,1.221022808980929
293,1.2662615967742883
294,1.7094127181759058
295,1.1766343214883979
296,0.20982589977376387
297,-0.32475806380255734
298,0.8658409919317722
299,0.6366079425825995
300,0.3993813670069798
301,1.5468762008510082
302,-0.09462013159370053
303,1.3019304537867071
304,1.0228653231410072
305,0.6832451243201536
306,0.9361718949447606
307,1.5649588632077407
308,0.6942705385329224
309,1.5812819867728936
310,0.6856996674310236
311,0.9570601346390308
312,0.9826697229795746
313,1.0686454674268218
314,0.9159798740864864
315,1.288723346573335
316,0.832296478973488
317,0.7529807269898353
318,0.9310671400868256
319,1.775360019818267
320,0.9967203082251098
321,1.1846115794578855
322,0.8206564354716841
323,1.351246108325084
324,1.9596179994566956
325,1.5579597773314036
326,1.3970298649718358
327,2.0192319129302874
328,0.7062154351799353
329,0.6279244767281095
330,1.6631863056704739
331,0.6008397741798503
332,1.5428087209962082
333,1.040957351488805
334,1.3355993943373394
335,0.6865639648745094
336,0.8556932007748065
337,1.7347668105304153
338,0.4782779370784952
339,0.7796810717536544
340,0.20440871382060766
341,1.1113733130361452
342,1.1380172824548869
343,1.1041538228028835
344,0.38840234258168416
345,0.8583163635046143
346,0.7613250823917597
347,1.2675974210171905
348,1.2610613714244634
349,0.8532839475470272
350,1.4534673160087164
351,0.5247684843224425
352,1.280785976411317
353,0.7173022427183953
354,0.830601345340787
355,0.6780598119866749
356,1.1166168448343876
357,0.6279077649661873
358,1.1497595039812565
359,1.166935177330815
360,0.8494897756630635
361,2.2872241261282458
362,0.8372476565974567
363,1.4393143353282343
364,1.4184590017209053
365,1.0014095623360308
366,0.11385532402825471
367,0.230869169629896
368,0.9075285833135914
369,0.13655637902508422
370,0.9020986249484595
371,0.8731591669626709
372,0.5336045079312959
373,1.5429955753155387
374,1.7148346749479955
375,1.211419310705553
376,0.984546488331966
377,1.181760393772579
378,1.51408512693448
379,1.14825745842101
380,0.6545077410491539
381,0.892095480289455
382,1.0085210464079113
383,0.9729395978550813
384,1.0026620321606947
385,0.3569278936799777
386,1.1561182221625703
387,0.5450767231433427
388,0.11648947377968966
389,0.8462003080564038
390,0.859186399505985
391,0.09377337650957263
392,0.2556857923275554
393,1.1046096307812703
394,0.6330179014436816
395,1.3000115995838661
396,0.6774470338528078
397,0.13855258079417399
398,0.16179225988754609
399,0.8154150189045207
400,0.2521093945040217
401,0.22242345989252654
402,1.439947371751421
403,0.2280696764501714
404,0.5491568209017191
405,1.0076164317122387
406,1.4315114299106175
407,0.32410447493254047
408,0.21541006831432985
409,1.0081453694708553
410,1.317339449726859
411,1.1788985640429983
412,1.3649105793936163
413,1.0268245962654956
414,1.4203973641186343
415,0.6791373493867183
416,1.0365929777512175
417,1.396217157610939
418,1.648016037907938
419,0.7273964691998259
420,0.3055660521555432
421,1.2877141706750976
422,0.22969776955157695
423,1.3418631572556978
424,1.2252641672917308
425,0.15897788548629654
426,0.20906593137685403
427,1.2431877575800516
428,1.9585289164886603
429,1.003119835502441
430,0.7926513661804123
431,-0.0514166285786386
432,0.7310541492860467
433,1.0826755155005061
434,0.698715767454337
435,0.6530385354974453
436,1.0428326371275427
437,1.2504945637832554
438,1.7107776398486227
439,0.7991085646772058
440,1.8686338216862202
441,0.2090295725429595
442,0.5952395912096798
443,1.2016542489255897
444,0.5278003592116322
445,0.5191460188600241
446,0.8838287501197436
447,1.9877875056878462
448,0.6968885027204018
449,0.890041219014666
450,0.5479337077021844
451,1.2157842276686421
452,1.2170381971637863
453,0.8168108377762517
454,1.5212381239319503
455,1.0309636955884018
456,1.2417109423688077
457,1.0842925706274045
458,0.746012304949996
459,2.5134374958791303
460,1.112814858018963
461,0.4775132083598034
462,0.9209071854775237
463,1.3378037800354385
464,1.3448384897002206
465,0.910814058602221
466,0.7026762705026501
467,1.5636742421095833
468,0.6793399122891968
469,0.5611301931739145
470,1.803147958680789
471,0.9992187209588428
472,0.938577479220159
473,0.25358998555957546
474,0.6569863014674987
475,0.8525211675880415
476,1.4565784234839885
477,0.4194665585816889
478,1.2856870986684044
479,0.7585963667101221
480,0.9681628150623848
481,0.8551990973356002
482,1.7083517772024712
483,0.7356048422077799
484,0.9579890627813432
485,-0.08118228018334772
486,1.9064006375160911
487,0.49284579230142445
488,-0.4631153457992616
489,1.1015385497669479
490,0.8755350907250059
491,0.7663782847943685
492,0.1449147773816074
493,1.4732051964352872
494,0.5830150676634445
495,1.0175773553264995
496,0.6841648118098569
497,0.8134855965922326
498,1.004135196933226
499,0.5214218857758053
500,0.9948761758426461
501,1.0416812838808618
502,0.7982925166891454
503,0.9132144681477656
504,0.4666374899664144
505,0.5175123638448422
506,-0.17263217016181986
507,1.7281192430819659
508,1.06464737727963
509,0.40639125081909644
510,1.5205199119335173
511,0.4605514000329317
512,1.6958582743186401
513,0.507900030221544
514,0.8564187774606489
515,0.9886291721906212
516,1.0018769857620322
517,1.4702079329998234
518,0.7426943777896068
519,1.0592723414725231
520,0.6623878134656088
521,0.5923940691556809
522,0.46012158025103467
523,-0.011320469948598033
524,1.3447813239577224
525,0.6749729073443025
526,1.8160957844742536
527,-0.657915038492797
528,1.3855944883666587
